Name,Control,Region,Locale,Admission Rate,ACT Median,SAT Average,Undergrad Population,% White,% Black,% Hispanic,% Asian,% American Indian,Average Cost,Average Faculty Salary,% Undergrads with Pell Grant,Completion Rate,% Undergrads 25+ y.o.,3 Year Default Rate,Median Debt,Average Age of Entry,Median Family Income,Poverty Rate,Median Earnings 8 years After Entry
California State University-San Bernardino,Public,Far West,Mid-size City,0.5831,18,888,15887,0.1743,0.0729,0.5549,0.0632,0.0025,17030,8558,0.5799,0.4112,0.2094,9.7,16431,24.04000092,28986.5,13.35999966,40600
California State University-San Marcos,Public,Far West,Large Suburb,0.6251,21,966,10689,0.3525,0.0327,0.3657,0.0952,0.0045,20386,8357,0.431,0.4791,0.1888,6.4,14000,23.78000069,31166,7.21999979,40500
California State University-Stanislaus,Public,Far West,Small Suburb,0.7215,19,917,7751,0.282,0.0255,0.4496,0.1133,0.0035,17161,8072,0.5774,0.5198,0.203,4.9,14000,23.64999962,31658.5,12.94999981,38500
California University of Pennsylvania,Public,Mid-Atlantic,Small Suburb,0.9269,19,964,6393,0.774,0.0956,0.0282,0.0072,0.0011,23081,9416,0.3803,0.4976,0.1836,8,19168,21.72999954,60595,8.460000038,35200
Calvin College,Private,Great Lakes,Mid-size City,0.6975,26,1183,3895,0.7504,0.0254,0.0347,0.0426,0.0033,39013,7208,0.2326,0.7273,0.0192,2.5,22500,19.65999985,93258,5.46999979,38100
Campbell University,Private,Southeast,Fringe Town,0.6983,22,1030,4463,0.5451,0.1685,0.0614,0.022,0.0058,40323,7536,0.3689,0.4893,0.3261,6.7,17000,22.78000069,50771,8.970000267,41000
Campbellsville University,Private,Southeast,Remote Town,0.6844,21,985,2213,0.7424,0.1329,0.0163,0.0009,0.0032,31545,5692,0.3799,0.4377,0.1686,16.8,12000,22.56999969,45765,11.94999981,29800
Canisius College,Private,Mid-Atlantic,Large City,0.7251,25,1101,2858,0.7537,0.0728,0.0346,0.0217,0.0021,42796,7530,0.3012,0.6749,0.0373,5.1,20000,19.70000076,78118,7.150000095,40800
Capital University,Private,Great Lakes,Large Suburb,0.7604,24,1102,2647,0.7998,0.0873,0.0317,0.0106,0.0008,42600,8743,0.296,0.5821,0.1582,4.9,21500,22.45000076,64146.5,6.789999962,39800
Cardinal Stritch University,Private,Great Lakes,Large Suburb,0.8423,22,1027,2680,0.5772,0.2493,0.0765,0.0216,0.0045,37563,6163,0.4377,0.4162,0.6632,6.6,24583,30.53000069,48144.5,7.980000019,45400
Carleton College,Private,Great Plains,Distant Town,0.2095,31,1406,2023,0.6584,0.0351,0.0648,0.088,0.001,58275,10669,0.1231,0.9214,0.0029,2.3,16644,19.39999962,91175.5,6.730000019,42700
Carlow University,Private,Mid-Atlantic,Large City,0.9522,20,946,1496,0.5341,0.1965,0.0221,0.0094,0.0033,35640,6870,0.356,0.6231,0.2424,5.8,21500,25.06999969,47364,8.489999771,35500
Carnegie Mellon University,Private,Mid-Atlantic,Large City,0.2549,32,1432,5834,0.3877,0.0519,0.0754,0.2473,0.0005,59710,11055,0.137,0.8799,0.0166,0.9,23000,19.82999992,90107.5,5.909999847,72200
Carroll College,Private,Rocky Mountains,Remote Town,0.53,24,1112,1376,0.811,0.008,0.0422,0.0124,0.0145,38575,6312,0.2167,0.6738,0.0741,1.7,21500,20.64999962,68497,8.090000153,37800
Carroll University,Private,Great Lakes,Small City,0.8114,24,1090,3024,0.8687,0.0106,0.0632,0.0205,0.0017,37963,6653,0.2827,0.5629,0.1119,4,19500,20.93000031,76166.5,4.03000021,38300
Carson-Newman University,Private,Southeast,Small Suburb,0.6657,23,1064,1688,0.8395,0.0912,0.0142,0.0047,0.003,32446,5577,0.4113,0.4954,0.0555,10.3,15505,20.92000008,52873,9.649999619,32900
Carthage College,Private,Great Lakes,Mid-size Suburb,0.7018,24,1105,2874,0.7603,0.0473,0.0414,0.0118,0.0031,44910,7638,0.2774,0.6501,0.1189,7.7,20750,21.07999992,89579,4.489999771,40700
Case Western Reserve University,Private,Great Lakes,Large City,0.4188,31,1377,4551,0.5364,0.047,0.051,0.1868,0.0013,55783,10272,0.2004,0.8012,0.0191,1.3,22500,21.94000053,57740,6.449999809,61800
Castleton State College,Public,New England,Distant Town,0.9205,20,954,2022,0.8521,0.0129,0.0203,0.0089,0.0059,20799,6175,0.3476,0.5149,0.0938,7.9,18625,21.05999947,69241,5.96999979,31200
Catawba College,Private,Southeast,Mid-size Suburb,0.4058,,985,1273,0.696,0.2113,0.0291,0.0118,0.0094,37818,6342,0.4301,0.5263,0.1926,12,16500,23.04999924,61774,7.239999771,34400
Catholic University of America,Private,Mid-Atlantic,Large City,0.6007,25,1118,3641,0.6311,0.0549,0.1052,0.0313,0.0016,54023,9565,0.1232,0.6852,0.094,2.6,22000,21.21999931,106352,5.400000095,48900
Cazenovia College,Private,Mid-Atlantic,Fringe Town,0.7795,,,1031,0.7459,0.0776,0.0689,0.0116,0.0155,41576,6671,0.4444,0.5875,0.1058,6.2,15250,20.18000031,54278,7.980000019,30800
Cedar Crest College,Private,Mid-Atlantic,Mid-size City,0.588,21,948,1252,0.7037,0.0911,0.1254,0.0312,0.0024,41240,7031,0.4253,0.5991,0.451,7.3,23250,24.94000053,53743.5,5.949999809,42500
Cedarville University,Private,Great Lakes,Fringe Town,0.7401,27,1195,3108,0.8777,0.0154,0.0241,0.0164,0.0039,33652,6831,0.2078,0.7263,0.0154,1.4,19500,19.62999916,83099,5.449999809,36000
Centenary College,Private,Mid-Atlantic,Large Suburb,0.9094,21,956,1708,0.5726,0.106,0.1042,0.0146,0.0029,44586,6656,0.2744,0.5673,0.3138,6.9,19837.5,25.38999939,64948,4.489999771,38300
Central College,Private,Great Plains,Distant Town,0.658,24,1089,1303,0.8956,0.0192,0.0269,0.0077,0.0023,43491,6790,0.2678,0.6493,0.0144,4.1,27000,19.61000061,77865,5.25,39200
Central Connecticut State University,Public,New England,Large Suburb,0.6413,22,1006,9512,0.6846,0.1051,0.1159,0.0347,0.0018,20372,8513,0.3335,0.5191,0.1999,8,16852.5,21.22999954,66799.5,5.550000191,41200
Central Methodist University-College of Liberal Arts and Sciences,Private,Great Plains,Distant Town,0.6506,22,1006,1104,0.6332,0.029,0.0082,0.0136,0.0009,32000,5697,0.439,0.4407,0.0578,10.6,12580,24.29000092,44654,9.199999809,31500
Central Michigan University,Public,Great Lakes,Distant Town,0.6304,22,1029,20070,0.7971,0.0744,0.0299,0.0093,0.0069,21523,8603,0.349,0.5929,0.1325,6.2,21721.5,21,70233.5,6.139999866,36100
Central State University,Public,Great Lakes,Fringe Rural,0.3328,17,825,2028,0.0192,0.9512,0.0059,0.0005,0.0025,17380,6423,0.7576,0.2518,0.1699,20.9,17411,20.56999969,25877,15.27000046,20500
Central Washington University,Public,Far West,Distant Town,0.8216,21,986,9958,0.6465,0.0292,0.1202,0.0522,0.005,21401,7306,0.3547,0.5132,0.1888,7.9,15916,22.47999954,55180,8.06000042,40300
Centre College,Private,Southeast,Distant Town,0.6857,29,1268,1372,0.8287,0.0481,0.0248,0.0248,,46400,6951,0.1555,0.8196,0.0007,2.5,21450,19.37000084,90526,7.699999809,35800
Chaminade University of Honolulu,Private,Far West,Large City,0.8359,21,972,1864,0.1754,0.0504,0.0628,0.3047,0.0075,30801,8006,0.2925,0.3843,0.3237,8.3,15969.5,23.90999985,35422,6.929999828,37600
Champlain College,Private,New England,Small City,0.7079,25,1122,2851,0.7131,0.0277,0.0365,0.0119,0.0039,44636,7305,0.2488,0.5763,0.2205,5.8,21500,21.89999962,80415,4.940000057,37900
Chapman University,Private,Far West,Mid-size City,0.4471,27,1208,5940,0.5978,0.0162,0.1433,0.0981,0.003,57020,11095,0.2035,0.761,0.0303,3.5,19000,27.71999931,53889,8.31000042,48000
Charleston Southern University,Private,Southeast,Small City,0.6887,21,973,2904,0.5933,0.2992,0.0317,0.0145,0.0062,33245,6087,0.4667,0.3615,0.2198,8.8,15750,21.93000031,44120.5,9.789999962,32400
Chestnut Hill College,Private,Mid-Atlantic,Large City,0.5785,21,960,1510,0.4132,0.3536,0.0742,0.0172,0.0026,42663,6218,0.4915,0.4188,0.379,7.6,23500,25.34000015,44204,10.73999977,39200
Chicago State University,Public,Great Lakes,Large City,0.2865,19,892,4321,0.0243,0.7764,0.0627,0.0095,0.0012,18472,7512,0.6873,0.207,0.5661,13.8,20862.5,26.42000008,19349,17.21999931,31200
Chowan University,Private,Southeast,Distant Town,0.6154,16,777,1361,0.2116,0.6958,0.0257,0.0007,0.0088,32188,6164,0.6713,0.244,0.0779,20.7,9500,20.60000038,41295,10.85000038,29400
Christian Brothers University,Private,Southeast,Large City,0.4745,24,1105,1156,0.4602,0.3166,0.0657,0.0657,0.0026,34413,5988,0.4228,0.5668,0.1721,7.2,20600,23.37999916,41418,10.65999985,41800
Christopher Newport University,Public,Southeast,Mid-size City,0.5902,26,1161,5083,0.7543,0.0793,0.0504,0.0236,0.0026,24696,7705,0.1665,0.6551,0.0206,2.7,19736.5,19.70999908,95158,4.909999847,39800
Citadel Military College of South Carolina,Public,Southeast,Mid-size City,0.8041,23,1080,2660,0.7782,0.0827,0.0617,0.0256,0.0143,24827,8115,0.2355,0.6885,0.0826,5.7,19500,20.09000015,83389,7.440000057,46400
Claflin University,Private,Southeast,Distant Town,0.526,18,873,1803,0.0172,0.9163,0.0161,0.0033,0.0078,29849,6217,0.8041,0.437,0.1461,14.4,22055,22.95999908,27154,15.34000015,25000
Claremont McKenna College,Private,Far West,Large Suburb,0.1173,31,1397,1311,0.4386,0.0397,0.1121,0.1083,,60065,9388,0.1163,0.9254,0.003,,12086,19.54000092,88986.5,7.210000038,55600
Clarion University of Pennsylvania,Public,Mid-Atlantic,Remote Town,0.9348,,915,5046,0.8601,0.065,0.0208,0.0046,0.0014,20478,9448,0.388,0.5286,0.1652,8.1,19000,21.40999985,57055.5,8.140000343,33100
Clark Atlanta University,Private,Southeast,Large City,0.568,19,880,2629,0.0015,0.8749,0.0057,0.0019,0.0034,34201,6418,0.7078,0.3893,0.0289,12.4,20000,19.92000008,41956,12.07999992,29800
Clark University,Private,New England,Mid-size City,0.6154,,,2312,0.6207,0.0389,0.064,0.0554,0.0004,47248,9630,0.2071,0.8094,0.0303,3.6,23000,20.62000084,75720.5,6.489999771,38800
Clarkson University,Private,Mid-Atlantic,Remote Town,0.6403,26,1187,3060,0.831,0.0229,0.0444,0.0353,0.002,54772,10138,0.2813,0.7287,0.0154,2.4,24187,19.55999947,82272,7.159999847,62400
Clayton State University,Public,Southeast,Large Suburb,0.477,20,939,6445,0.2056,0.6498,0.0157,0.0448,0.0014,17487,6019,0.5781,0.2671,0.4888,9.3,18997,26.22999954,30868,8.229999542,34900
Clemson University,Public,Southeast,Large Suburb,0.5787,29,1259,16801,0.836,0.0626,0.0259,0.0177,0.0015,27944,9907,0.1782,0.8253,0.0393,4,20008,20.06999969,87306,7.550000191,43500
Cleveland State University,Public,Great Lakes,Large City,0.6287,22,1030,11484,0.6276,0.1919,0.0489,0.0245,0.0021,22041,8624,0.4344,0.3198,0.3078,9,16500,24.70999908,31001,9.920000076,36900
Coastal Carolina University,Public,Southeast,Small City,0.7404,21,993,8570,0.6924,0.2078,0.0369,0.0065,0.0037,21601,7130,0.377,0.4584,0.089,10.6,14750,20.55999947,67086.5,7.449999809,32500
Coe College,Private,Great Plains,Mid-size City,0.6171,26,1166,1355,0.7882,0.0406,0.0546,0.0236,0.0022,45387,7662,0.283,0.6667,0.0352,5.9,21875,20.40999985,75314,5.670000076,40300
Coker College,Private,Southeast,Distant Town,0.5326,20,956,1131,0.5128,0.3563,0.0292,0.0018,0.0035,32029,6032,0.5515,0.4322,0.3199,8.7,20850,26.79999924,34833,13.44999981,30400
Colby College,Private,New England,Remote Town,0.2604,30,1343,1820,0.5967,0.033,0.0626,0.0544,0.0005,57300,11329,0.1079,0.9251,0.0005,2.5,18500,19.38999939,104003,5.710000038,45700
Colby-Sawyer College,Private,New England,Distant Rural,0.8312,,,1395,0.6323,0.0538,0.0287,0.01,0.0022,50644,6825,0.3355,0.5439,0.0142,6.4,21780,19.59000015,90572,4.400000095,35600
Colgate University,Private,Mid-Atlantic,Distant Town,0.2638,31,1370,2872,0.6779,0.0425,0.0787,0.0327,0.0021,57745,10985,0.1154,0.9086,0.0014,2.7,15062.5,19.29000092,91654,6.630000114,53400
College for Creative Studies,Private,Great Lakes,Large City,0.486,22,1010,1352,0.5962,0.0784,0.0429,0.0488,0.0037,46095,6882,0.3702,0.5583,0.1431,6.6,24000,21.35000038,65746,6.550000191,33200
College of Charleston,Public,Southeast,Mid-size City,0.7031,26,1165,10150,0.8241,0.0628,0.0416,0.0162,0.0014,25086,7747,0.2257,0.6448,0.0853,6.6,17000,20.57999992,71255,7.679999828,35800
College of Mount Saint Vincent,Private,Mid-Atlantic,Large City,0.731,20,919,1635,0.2661,0.1731,0.3394,0.0954,0.0024,37738,8049,0.5515,0.5152,0.1414,7.9,25000,20.77000046,53055.5,14.72000027,46500
College of Mount St Joseph,Private,Great Lakes,Large Suburb,0.8755,22,989,1655,0.8151,0.1021,0.0218,0.0048,0.0018,31989,6401,0.3152,0.5821,0.2546,10.5,22062.5,23.04000092,62912,6.380000114,37500
College of Our Lady of the Elms,Private,New England,Large Suburb,0.7492,19,928,1308,0.5558,0.0826,0.107,0.0252,0.0069,40802,6340,0.3967,0.6788,0.3408,8.2,22160.5,23.69000053,71106.5,9.180000305,41300
College of Saint Benedict,Private,Great Plains,Mid-size Suburb,0.7554,26,1157,2051,0.802,0.0195,0.0517,0.057,0.0049,47734,8036,0.2391,0.816,0.0102,1.1,23250,19.45000076,94964,4.269999981,45200
College of Staten Island CUNY,Public,Mid-Atlantic,Large City,0.9975,,1000,12974,0.5193,0.1303,0.1978,0.1124,0.0016,14298,7198,0.4463,0.2912,0.195,11.5,9000,22.35000038,27650,12.27000046,35200
College of the Holy Cross,Private,New England,Mid-size City,0.3297,,,2878,0.6807,0.0407,0.107,0.0452,0.0017,56706,9666,0.1627,0.9136,0.0014,1.9,27000,19.31999969,108458,5.579999924,55800
College of the Ozarks,Private,Great Plains,Distant Town,0.1301,23,1050,1513,0.9174,0.0059,0.0198,0.0053,0.0059,26813,6792,0.6166,0.6454,0.0205,,,20.06999969,32674.5,10.14000034,29300
College of William and Mary,Public,Southeast,Small Suburb,0.3321,30,1358,6235,0.595,0.0714,0.0914,0.0682,0.0019,25938,10253,0.1175,0.8993,0.0196,0.9,19500,19.95999908,98940,4.800000191,48800
Colorado Christian University,Private,Rocky Mountains,Mid-size City,0.9764,,,3614,0.6785,0.0849,0.1209,0.0141,0.0077,36956,5817,0.4139,0.3726,0.45,6.2,9500,28.11000061,54471,5.690000057,35600
Colorado College,Private,Rocky Mountains,Large City,0.2228,30,1323,2025,0.6963,0.0212,0.0884,0.0435,0.0044,54200,10886,0.0983,0.8721,0.0034,3,17255,20.12999916,73379,6.360000134,34400
Colorado Mesa University,Public,Rocky Mountains,Small City,0.8212,21,972,8733,0.7213,0.0251,0.1453,0.0142,0.0097,18077,6428,0.4025,0.3005,0.2305,16,11250,23.34000015,40837,7.070000172,32400
Colorado School of Mines,Public,Rocky Mountains,Large Suburb,0.3743,29,1298,4197,0.7529,0.0117,0.0803,0.0467,0.0019,29091,10579,0.1754,0.6969,0.0711,1.9,22625,20.02000046,74554,5.170000076,73000
Colorado State University-Fort Collins,Public,Rocky Mountains,Mid-size City,0.7743,25,1127,22482,0.7495,0.021,0.096,0.019,0.0033,21823,8869,0.2571,0.6383,0.107,4.8,16707.5,20.79000092,69107,5.110000134,39500
Colorado State University-Pueblo,Public,Rocky Mountains,Mid-size City,0.9434,21,967,4375,0.5067,0.077,0.3093,0.0169,0.0069,18007,6619,0.4132,0.3306,0.2387,13.9,12061,24.21999931,38635,8.93999958,33700
Columbia College-Chicago,Private,Great Lakes,Large City,0.9053,,,9577,0.5583,0.1659,0.1054,0.03,0.0034,37546,7978,0.3797,0.4058,0.1117,13,20000,21.10000038,58289.5,7.53000021,29100
Columbia University in the City of New York,Private,Mid-Atlantic,Large City,0.0742,33,1471,7970,0.3922,0.0749,0.1358,0.1709,0.0055,61540,15706,0.2154,0.9329,0.1744,2,17125,23.76000023,30939,8.779999733,69500
Columbus College of Art and Design,Private,Great Lakes,Large City,0.8551,22,1035,1277,0.686,0.0854,0.0532,0.0305,0.0039,39478,6470,0.3727,0.5908,0.1157,10.2,26945,20.75,63255,6.820000172,27300
Columbus State University,Public,Southeast,Mid-size City,0.5543,21,984,6849,0.5246,0.3584,0.0523,0.0209,0.0053,17029,6212,0.4559,0.3012,0.3071,11.4,14750,23.29000092,35427.5,10.71000004,30700
Concord University,Public,Southeast,Remote Town,0.457,21,980,2474,0.8694,0.0647,0.0133,0.0069,0.0032,17146,6123,0.4738,0.3576,0.1876,17.3,11028,21.37999916,37164,15.02000046,27800
Concordia College at Moorhead,Private,Great Plains,Mid-size Suburb,0.7998,25,1144,2464,0.8413,0.0162,0.0191,0.0179,0.0061,39803,4889,0.2426,0.7101,0.0122,2,24500,19.68000031,84068,5.71999979,39100
Concordia University-Chicago,Private,Great Lakes,Large Suburb,0.5441,22,1030,1563,0.5592,0.142,0.2271,0.0205,0.0006,34774,4134,0.4521,0.5348,0.1596,3.5,15750,22.06999969,61882,7.210000038,36400
Concordia University-Irvine,Private,Far West,Mid-size City,0.9119,23,1020,1916,0.4937,0.0324,0.1827,0.06,0.0031,41233,7044,0.2503,0.6256,0.1528,3.5,18112,22,71434,7.090000153,38000
Concordia University-Nebraska,Private,Great Plains,Distant Town,0.7152,24,1091,1185,0.854,0.0363,0.0371,0.0051,0.0025,33226,6086,0.2242,0.6364,0.0405,3.6,18225,20.09000015,68665,6.199999809,33700
Concordia University-Portland,Private,Far West,Large City,0.5592,21,993,1378,0.5435,0.0588,0.0689,0.0653,0.0203,35963,7401,0.4485,0.5549,0.2839,4.2,17500,24.81999969,53453,7.630000114,38800
Concordia University-Saint Paul,Private,Great Plains,Large City,0.5239,21,991,1927,0.6424,0.136,0.042,0.0654,0.0052,40267,4358,0.3539,0.4627,0.4048,6.4,16667,26.18000031,57993.5,5.46999979,44700
Concordia University-Texas,Private,Southwest,Large City,0.4685,23,1035,1493,0.5017,0.1273,0.221,0.0261,0.0074,37394,6269,0.3924,0.3438,0.3677,6.7,15224,25.32999992,58229.5,7.139999866,37200
Concordia University-Wisconsin,Private,Great Lakes,Large Suburb,0.6992,23,1049,4322,0.6821,0.1738,0.0255,0.0169,0.0118,36660,8016,0.3435,0.5569,0.4364,6.8,14250,26.80999947,56964,6.619999886,38700
Connecticut College,Private,New England,Small City,0.3585,,,1878,0.6997,0.0399,0.0905,0.033,,58690,9574,0.1298,0.8354,0.0115,3,20712.5,19.37999916,94160,6.559999943,44500
Coppin State University,Public,Mid-Atlantic,Large City,0.355,,880,2880,0.0139,0.8337,0.017,0.0035,0.0003,16147,6952,0.5964,0.1387,0.4192,22.5,12250,24.12000084,29366,13.56000042,33300
Cornell College,Private,Great Plains,Fringe Town,0.6411,26,1182,1122,0.6488,0.0535,0.1283,0.0312,0.0071,46135,6592,0.3449,0.6772,0.0213,4,25015,19.65999985,82517,5.449999809,35100
Cornell University,Private,Mid-Atlantic,Small City,0.1556,32,1422,14309,0.4268,0.0587,0.1116,0.1635,0.003,59572,13820,0.1636,0.9334,0.0133,1.5,11500,19.79999924,81957,6.489999771,65000
Cornerstone University,Private,Great Lakes,Mid-size City,0.6807,24,1084,2100,0.8057,0.11,0.0457,0.0114,0.0043,33912,5537,0.4352,0.4571,0.3605,7.6,17750,27.26000023,55078,7.809999943,32800
Covenant College,Private,Southeast,Large Suburb,0.5704,26,1173,1063,0.8833,0.0329,0.0226,0.0216,0.0056,38510,6841,0.2958,0.5808,0.0254,3.3,18500,24.81999969,61514,7.260000229,37200
Creighton University,Private,Great Plains,Large City,0.7665,27,1214,3943,0.7375,0.0249,0.0697,0.0933,0.0048,46248,9081,0.191,0.7592,0.0775,2,21500,20.80999947,80669.5,5.650000095,51200
Crown College,Private,Great Plains,Fringe Rural,0.55,21,983,1095,0.7699,0.0712,0.0384,0.0521,0.0073,34574,4584,0.4881,0.5563,0.3494,6.1,14625,26.23999977,53587.5,5.150000095,30000
Cumberland University,Private,Southeast,Fringe Town,0.473,21,986,1198,0.6736,0.116,0.0284,0.0067,0.0033,33402,5864,0.3976,0.3714,0.2537,8.4,17259,22,47713,7.730000019,36600
CUNY Bernard M Baruch College,Public,Mid-Atlantic,Large City,0.2483,,1225,13698,0.2799,0.0923,0.1545,0.3397,0.0017,15112,8651,0.4502,0.6687,0.2613,6.1,10000,21.77000046,21425,17.48999977,49500
CUNY Brooklyn College,Public,Mid-Atlantic,Large City,0.3198,,1100,12625,0.3796,0.2187,0.179,0.1739,0.0016,13903,7529,0.4816,0.51,0.2761,8.3,9500,23.25,19691,18.70000076,39300
CUNY City College,Public,Mid-Atlantic,Large City,0.341,,1110,11820,0.1675,0.183,0.3226,0.2353,0.0008,14041,8257,0.5073,0.4201,0.2353,9,10000,23.11000061,20534,21.60000038,39700
CUNY Hunter College,Public,Mid-Atlantic,Large City,0.2972,,1160,15697,0.3169,0.1003,0.2488,0.2424,0.0022,14478,7895,0.4097,0.5038,0.2224,5.3,9500,22.44000053,22554,16.98999977,40400
CUNY John Jay College of Criminal Justice,Public,Mid-Atlantic,Large City,0.3405,,950,12838,0.2214,0.1934,0.4286,0.1099,0.0035,13308,7339,0.5446,0.335,0.2011,10.3,8251,21.21999931,23126,19.87999916,37600
CUNY Lehman College,Public,Mid-Atlantic,Large City,0.2328,,1020,9020,0.072,0.2797,0.5408,0.0589,0.0013,12957,7271,0.5231,0.3696,0.4516,9.5,7500,24.70999908,20048.5,26.53000069,38100
CUNY Queens College,Public,Mid-Atlantic,Large City,0.3702,,1100,14424,0.3531,0.0728,0.2714,0.2412,0.0017,13676,7624,0.3807,0.5635,0.2501,6.5,9054,23.03000069,22794.5,11.64999962,42300
CUNY York College,Public,Mid-Atlantic,Large City,0.351,,905,7361,0.0693,0.4181,0.2285,0.2122,0.009,13967,7001,0.5399,0.2635,0.2812,10.1,7000,24.18000031,21863,16.60000038,35700
Curry College,Private,New England,Large Suburb,0.6692,18,931,2794,0.6682,0.0895,0.0519,0.0157,0.0032,47519,8319,0.2555,0.4502,0.285,8.6,18625,21.79000092,74416,5.760000229,41900
Daemen College,Private,Mid-Atlantic,Large Suburb,0.4864,,,1971,0.7539,0.1101,0.0492,0.0198,0.0005,32649,5947,0.3391,0.4931,0.2305,7.4,15750,21.78000069,56566,9.609999657,36900
Dakota State University,Public,Great Plains,Distant Town,0.8297,22,1010,1743,0.8594,0.0304,0.0304,0.0138,0.0098,17201,6855,0.2364,0.4733,0.2841,9.1,12500,22.12999916,52416,7.190000057,34500
Dallas Baptist University,Private,Southwest,Large City,0.423,23,1078,3375,0.6231,0.163,0.1241,0.019,0.0065,32489,7607,0.3034,0.5518,0.3223,6.9,17348.5,26.60000038,48905.5,7.300000191,39900
